Run_ID,Status,Cover_Density,Avg_Effectiveness,Distribution_Evenness,Clustering_Score,Type_Ratio,Sightline_Exposure,Symmetry_Delta,Navigable_Area,Chokepoint_Centrality
320,REJECTED,0.053,0.661,0.637,0.638,0.681,0.402,36.553,0.640,0.270
321,REJECTED,0.062,0.646,0.655,0.813,0.688,0.474,25.084,0.671,0.660
322,PASSED,0.054,0.655,0.644,0.535,0.512,0.623,2.509,0.715,0.410
323,PASSED,0.049,0.758,0.709,0.581,0.744,0.563,1.506,0.730,0.210
324,PASSED,0.062,0.720,0.678,0.378,0.689,0.571,11.997,0.709,0.340
325,PASSED,0.062,0.667,0.618,0.702,0.660,0.465,3.252,0.669,0.340
326,REJECTED,0.066,0.646,0.653,0.792,0.679,0.353,27.170,0.611,0.400
327,REJECTED,0.069,0.594,0.685,0.727,0.636,0.308,18.493,0.583,0.720
328,PASSED,0.059,0.707,0.650,0.372,0.605,0.613,10.278,0.726,0.200
329,PASSED,0.053,0.745,0.592,0.634,0.683,0.593,6.113,0.724,0.204
330,REJECTED,0.063,0.694,0.657,0.529,0.745,0.451,19.615,0.655,0.320
331,REJECTED,0.080,0.585,0.617,0.767,0.750,0.258,10.053,0.520,0.550
332,REJECTED,0.058,0.670,0.646,0.714,0.714,0.459,24.295,0.670,0.320
333,PASSED,0.056,0.633,0.642,0.681,0.638,0.448,12.195,0.663,0.242
334,REJECTED,0.045,0.705,0.657,0.674,0.628,0.576,16.334,0.711,0.210
335,PASSED,0.062,0.641,0.690,0.736,0.755,0.303,10.079,0.593,0.380
336,REJECTED,0.064,0.673,0.724,0.733,0.689,0.443,15.156,0.657,0.210
337,PASSED,0.047,0.626,0.687,0.722,0.704,0.440,1.006,0.652,0.320
338,PASSED,0.062,0.675,0.632,0.633,0.735,0.404,6.903,0.655,0.268
339,PASSED,0.079,0.641,0.743,0.667,0.704,0.314,9.310,0.589,0.303
340,PASSED,0.063,0.665,0.633,0.600,0.644,0.605,14.951,0.710,0.290
341,PASSED,0.059,0.752,0.628,0.644,0.822,0.420,3.808,0.679,0.240
342,REJECTED,0.068,0.601,0.676,0.704,0.574,0.322,18.707,0.575,0.340
343,REJECTED,0.062,0.727,0.657,0.500,0.750,0.413,40.181,0.664,0.250
344,PASSED,0.057,0.653,0.651,0.533,0.622,0.540,0.789,0.692,0.260
345,REJECTED,0.060,0.624,0.673,0.708,0.625,0.448,21.298,0.650,0.360
346,REJECTED,0.057,0.668,0.680,0.604,0.646,0.523,17.084,0.678,0.180
347,REJECTED,0.075,0.625,0.694,0.885,0.731,0.339,11.978,0.606,0.260
348,REJECTED,0.054,0.741,0.709,0.465,0.698,0.561,28.154,0.723,0.340
349,PASSED,0.062,0.728,0.694,0.596,0.766,0.509,7.676,0.696,0.350
350,REJECTED,0.059,0.641,0.670,0.764,0.745,0.352,18.220,0.603,0.340
351,PASSED,0.058,0.690,0.706,0.705,0.591,0.606,11.708,0.714,0.450
352,REJECTED,0.050,0.612,0.690,0.736,0.623,0.361,34.793,0.617,0.370
353,REJECTED,0.056,0.769,0.695,0.689,0.778,0.444,15.515,0.685,0.290
354,REJECTED,0.062,0.729,0.680,0.458,0.771,0.474,28.593,0.682,0.320
355,PASSED,0.057,0.621,0.637,0.653,0.592,0.417,7.048,0.637,0.350
356,PASSED,0.069,0.718,0.644,0.395,0.698,0.553,14.899,0.702,0.260
357,REJECTED,0.071,0.594,0.716,0.772,0.684,0.275,8.811,0.555,0.500
358,REJECTED,0.064,0.631,0.717,0.767,0.817,0.287,4.608,0.574,0.450
359,REJECTED,0.083,0.628,0.670,0.782,0.745,0.303,27.458,0.576,0.460
360,PASSED,0.058,0.715,0.583,0.638,0.745,0.525,6.050,0.694,0.260
361,PASSED,0.057,0.686,0.712,0.522,0.674,0.492,11.908,0.676,0.240
362,PASSED,0.074,0.639,0.642,0.784,0.647,0.370,7.934,0.608,0.410
363,REJECTED,0.053,0.740,0.637,0.535,0.674,0.560,31.165,0.720,0.240
364,PASSED,0.067,0.665,0.628,0.736,0.736,0.423,13.570,0.636,0.500
365,REJECTED,0.066,0.622,0.644,0.877,0.632,0.325,16.223,0.591,0.270
366,PASSED,0.068,0.719,0.659,0.574,0.766,0.434,5.230,0.674,0.480
367,PASSED,0.055,0.631,0.703,0.642,0.698,0.339,4.902,0.611,0.550
368,PASSED,0.070,0.609,0.696,0.836,0.673,0.401,14.704,0.620,0.343
369,PASSED,0.075,0.613,0.687,0.776,0.655,0.310,5.921,0.566,0.400
370,PASSED,0.066,0.667,0.646,0.522,0.652,0.580,12.746,0.702,0.250
371,PASSED,0.059,0.661,0.642,0.766,0.638,0.371,7.488,0.636,0.400
372,REJECTED,0.085,0.667,0.679,0.804,0.750,0.313,15.312,0.562,0.360
373,REJECTED,0.065,0.642,0.660,0.845,0.741,0.297,8.583,0.579,0.300
374,PASSED,0.060,0.720,0.655,0.813,0.771,0.458,6.313,0.677,0.440
375,REJECTED,0.052,0.669,0.699,0.796,0.741,0.418,31.594,0.646,0.310
376,REJECTED,0.064,0.669,0.614,0.623,0.679,0.374,18.154,0.625,0.390
377,REJECTED,0.081,0.630,0.746,0.764,0.655,0.295,0.803,0.569,0.640
378,REJECTED,0.069,0.624,0.679,0.906,0.642,0.379,14.356,0.606,0.460
379,PASSED,0.077,0.609,0.632,0.764,0.709,0.306,13.080,0.583,0.580
380,REJECTED,0.072,0.658,0.693,0.778,0.796,0.338,18.770,0.604,0.316
381,PASSED,0.053,0.674,0.732,0.826,0.652,0.502,9.562,0.688,0.280
382,REJECTED,0.058,0.697,0.724,0.600,0.600,0.615,15.134,0.709,0.150
383,PASSED,0.056,0.739,0.690,0.372,0.721,0.544,9.041,0.723,0.290
384,REJECTED,0.049,0.678,0.678,0.652,0.652,0.461,20.667,0.681,0.370
385,PASSED,0.076,0.665,0.671,0.720,0.720,0.381,4.389,0.630,0.380
386,REJECTED,0.051,0.711,0.673,0.792,0.708,0.508,25.095,0.697,0.270
387,PASSED,0.057,0.656,0.738,0.612,0.592,0.459,9.648,0.646,0.200
388,PASSED,0.058,0.730,0.651,0.667,0.690,0.533,10.592,0.715,0.240
389,PASSED,0.069,0.664,0.640,0.755,0.717,0.321,12.128,0.598,0.440
390,PASSED,0.066,0.654,0.623,0.735,0.735,0.311,12.346,0.598,0.410
391,REJECTED,0.081,0.666,0.685,0.745,0.818,0.279,5.725,0.568,0.440
392,REJECTED,0.065,0.593,0.694,0.554,0.589,0.294,32.032,0.539,0.260
393,REJECTED,0.077,0.574,0.618,0.895,0.684,0.313,1.528,0.563,0.818
394,PASSED,0.064,0.693,0.686,0.532,0.596,0.461,5.296,0.659,0.350
395,REJECTED,0.070,0.663,0.726,0.821,0.696,0.324,29.000,0.573,0.410
396,REJECTED,0.048,0.661,0.675,0.714,0.673,0.452,15.377,0.666,0.390
397,REJECTED,0.055,0.576,0.681,0.654,0.596,0.356,29.082,0.608,0.500
398,REJECTED,0.071,0.699,0.635,0.600,0.740,0.338,17.501,0.615,0.260
399,PASSED,0.058,0.748,0.558,0.512,0.732,0.564,3.455,0.725,0.220
400,REJECTED,0.065,0.699,0.677,0.740,0.780,0.412,18.078,0.654,0.310
401,REJECTED,0.068,0.647,0.702,0.691,0.745,0.327,20.647,0.596,1.000
